500	143.99	99.03	-15.28
501	143.99	92.85	-14.79
502	119.40	93.09	-11.61
503	107.10	93.22	-10.02
504	113.25	80.80	-9.85
505	137.85	86.73	-13.51
506	125.55	86.85	-11.92
507	119.40	86.91	-11.13
508	119.40	99.28	-12.10
509	113.25	86.98	-10.33
510	107.10	99.40	-10.51
511	119.40	80.73	-10.64
512	131.70	99.15	-13.69
513	125.55	93.03	-12.41
